"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
"1862",6111,6,29,1982,22,"DS","F",NA,135,"Dipodomys","spectabilis","Rodent","Control"
"1863",6309,7,27,1982,22,"DS","F",NA,98,"Dipodomys","spectabilis","Rodent","Control"
"1864",6844,10,24,1982,22,"DS","F",53,116,"Dipodomys","spectabilis","Rodent","Control"
"1865",7014,11,21,1982,22,"DS","M",49,124,"Dipodomys","spectabilis","Rodent","Control"
"1866",7664,4,16,1983,22,"DS","M",NA,122,"Dipodomys","spectabilis","Rodent","Control"
"1867",7845,5,14,1983,22,"DS","F",51,137,"Dipodomys","spectabilis","Rodent","Control"
"1868",8291,9,10,1983,22,"DS","M",48,138,"Dipodomys","spectabilis","Rodent","Control"
"1869",8607,11,12,1983,22,"DS","M",49,128,"Dipodomys","spectabilis","Rodent","Control"
"1870",8991,4,9,1984,22,"DS","M",50,130,"Dipodomys","spectabilis","Rodent","Control"
"1871",9649,10,20,1984,22,"DS","F",48,NA,"Dipodomys","spectabilis","Rodent","Control"
"1872",11756,8,9,1986,22,"DS","M",49,80,"Dipodomys","spectabilis","Rodent","Control"
"1873",13077,7,25,1987,22,"DS","F",NA,130,"Dipodomys","spectabilis","Rodent","Control"
"1874",14357,4,17,1988,22,"DS","M",53,118,"Dipodomys","spectabilis","Rodent","Control"
"1875",15061,11,5,1988,22,"DS","M",51,140,"Dipodomys","spectabilis","Rodent","Control"
"1876",15710,3,12,1989,22,"DS","M",52,135,"Dipodomys","spectabilis","Rodent","Control"
"1877",16246,7,3,1989,22,"DS","M",NA,NA,"Dipodomys","spectabilis","Rodent","Control"
"1878",17592,6,21,1990,22,"DS","M",50,128,"Dipodomys","spectabilis","Rodent","Control"
"1879",18472,3,13,1991,22,"DS","F",54,128,"Dipodomys","spectabilis","Rodent","Control"
"1880",19232,11,13,1991,22,"DS","F",46,110,"Dipodomys","spectabilis","Rodent","Control"
"1881",20096,7,3,1992,22,"DS","F",47,120,"Dipodomys","spectabilis","Rodent","Control"
"1882",20805,4,23,1993,22,"DS","M",47,84,"Dipodomys","spectabilis","Rodent","Control"
"1883",21106,9,16,1993,22,"DS","M",50,114,"Dipodomys","spectabilis","Rodent","Control"
"1884",21621,6,14,1994,22,"DS","F",50,104,"Dipodomys","spectabilis","Rodent","Control"
"1885",10647,8,19,1985,22,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Control"
"1886",18815,7,12,1991,22,"PP","M",22,12,"Chaetodipus","penicillatus","Rodent","Control"
"1887",22857,10,28,1995,22,"PP","M",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"1888",26244,7,9,1997,22,"PP","F",22,15,"Chaetodipus","penicillatus","Rodent","Control"
"1889",32207,6,25,2001,22,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"1890",248,10,16,1977,22,"OT","M",NA,21,"Onychomys","torridus","Rodent","Control"
"1891",6840,10,24,1982,22,"OT","M",18,19,"Onychomys","torridus","Rodent","Control"
"1892",10054,3,16,1985,22,"OT","M",16,17,"Onychomys","torridus","Rodent","Control"
"1893",14586,6,11,1988,22,"OT","M",21,20,"Onychomys","torridus","Rodent","Control"
"1894",18242,1,11,1991,22,"OT","F",21,24,"Onychomys","torridus","Rodent","Control"
"1895",24456,9,21,1996,22,"OT","F",22,24,"Onychomys","torridus","Rodent","Control"
"1896",26611,7,29,1997,22,"OT","F",20,19,"Onychomys","torridus","Rodent","Control"
"1897",27864,5,28,1998,22,"OT","F",21,25,"Onychomys","torridus","Rodent","Control"
"1898",28965,12,22,1998,22,"OT","F",20,27,"Onychomys","torridus","Rodent","Control"
"1899",32685,9,22,2001,22,"OT","F",21,19,"Onychomys","torridus","Rodent","Control"
"1900",33827,4,16,2002,22,"OT","F",20,27,"Onychomys","torridus","Rodent","Control"
"1901",22670,9,23,1995,22,"SS",NA,NA,NA,"Spermophilus","spilosoma","Rodent","Control"
"1902",1561,1,28,1979,22,"OL","M",19,35,"Onychomys","leucogaster","Rodent","Control"
"1903",9292,7,3,1984,22,"OL","M",20,28,"Onychomys","leucogaster","Rodent","Control"
"1904",2697,3,9,1980,22,"RM","F",NA,NA,"Reithrodontomys","megalotis","Rodent","Control"
"1905",15698,3,12,1989,22,"RM","F",16,10,"Reithrodontomys","megalotis","Rodent","Control"
"1906",25545,4,12,1997,22,"RM","M",16,8,"Reithrodontomys","megalotis","Rodent","Control"
"1907",23122,12,21,1995,22,"AH",NA,NA,NA,"Ammospermophilus","harrisi","Rodent","Control"
"1908",10474,6,15,1985,22,"AB",NA,NA,NA,"Amphispiza","bilineata","Bird","Control"
"1909",10466,6,15,1985,22,"CB",NA,NA,NA,"Campylorhynchus","brunneicapillus","Bird","Control"
"1910",17399,4,24,1990,22,"PH","F",27,34,"Perognathus","hispidus","Rodent","Control"
"1911",24584,10,12,1996,22,"PB","M",27,35,"Chaetodipus","baileyi","Rodent","Control"
"1912",26314,7,9,1997,22,"PB","F",24,29,"Chaetodipus","baileyi","Rodent","Control"
"1913",26999,10,25,1997,22,"PB","F",25,26,"Chaetodipus","baileyi","Rodent","Control"
"1914",27476,1,31,1998,22,"PB","F",25,24,"Chaetodipus","baileyi","Rodent","Control"
"1915",27920,5,28,1998,22,"PB","F",25,31,"Chaetodipus","baileyi","Rodent","Control"
"1916",28397,8,22,1998,22,"PB","F",27,26,"Chaetodipus","baileyi","Rodent","Control"
"1917",28722,10,24,1998,22,"PB","F",26,28,"Chaetodipus","baileyi","Rodent","Control"
"1918",29222,2,20,1999,22,"PB","F",27,29,"Chaetodipus","baileyi","Rodent","Control"
"1919",29483,4,17,1999,22,"PB","M",25,32,"Chaetodipus","baileyi","Rodent","Control"
"1920",29988,11,6,1999,22,"PB","M",26,28,"Chaetodipus","baileyi","Rodent","Control"
"1921",30108,12,5,1999,22,"PB","M",26,36,"Chaetodipus","baileyi","Rodent","Control"
"1922",30345,2,5,2000,22,"PB","M",27,31,"Chaetodipus","baileyi","Rodent","Control"
"1923",30481,3,4,2000,22,"PB","M",26,35,"Chaetodipus","baileyi","Rodent","Control"
"1924",30628,4,30,2000,22,"PB","F",26,39,"Chaetodipus","baileyi","Rodent","Control"
"1925",30949,7,1,2000,22,"PB","F",26,21,"Chaetodipus","baileyi","Rodent","Control"
"1926",31146,7,22,2000,22,"PB","F",26,35,"Chaetodipus","baileyi","Rodent","Control"
"1927",31431,9,30,2000,22,"PB","M",27,35,"Chaetodipus","baileyi","Rodent","Control"
"1928",31662,12,22,2000,22,"PB","M",26,36,"Chaetodipus","baileyi","Rodent","Control"
"1929",31811,3,3,2001,22,"PB","F",26,27,"Chaetodipus","baileyi","Rodent","Control"
"1930",32055,5,26,2001,22,"PB","F",26,33,"Chaetodipus","baileyi","Rodent","Control"
"1931",32435,8,25,2001,22,"PB","F",27,31,"Chaetodipus","baileyi","Rodent","Control"
"1932",32684,9,22,2001,22,"PB","F",26,28,"Chaetodipus","baileyi","Rodent","Control"
"1933",33097,11,17,2001,22,"PB","F",27,31,"Chaetodipus","baileyi","Rodent","Control"
"1934",33470,2,9,2002,22,"PB","M",27,38,"Chaetodipus","baileyi","Rodent","Control"
"1935",33824,4,16,2002,22,"PB","F",26,31,"Chaetodipus","baileyi","Rodent","Control"
"1936",34039,5,15,2002,22,"PB","F",27,35,"Chaetodipus","baileyi","Rodent","Control"
"1937",34227,6,15,2002,22,"PB","F",26,29,"Chaetodipus","baileyi","Rodent","Control"
"1938",34513,7,13,2002,22,"PB","F",26,20,"Chaetodipus","baileyi","Rodent","Control"
"1939",34830,10,5,2002,22,"PB","F",26,29,"Chaetodipus","baileyi","Rodent","Control"
"1940",35039,11,9,2002,22,"PB","M",27,34,"Chaetodipus","baileyi","Rodent","Control"
"1941",35251,12,7,2002,22,"PB","M",27,37,"Chaetodipus","baileyi","Rodent","Control"
"1942",35468,12,29,2002,22,"PB","M",26,35,"Chaetodipus","baileyi","Rodent","Control"
"1943",393,11,13,1977,14,"NL",NA,NA,NA,"Neotoma","albigula","Rodent","Control"
"1944",1530,12,3,1978,14,"NL","M",NA,169,"Neotoma","albigula","Rodent","Control"
"1945",4129,4,5,1981,14,"NL","M",29,55,"Neotoma","albigula","Rodent","Control"
"1946",8192,8,15,1983,14,"NL","M",32,113,"Neotoma","albigula","Rodent","Control"
"1947",11265,3,8,1986,14,"NL","F",33,188,"Neotoma","albigula","Rodent","Control"
"1948",12200,1,31,1987,14,"NL","F",29,80,"Neotoma","albigula","Rodent","Control"
"1949",14625,6,12,1988,14,"NL","F",34,195,"Neotoma","albigula","Rodent","Control"
"1950",32143,5,27,2001,14,"NL","M",30,80,"Neotoma","albigula","Rodent","Control"
"1951",129,8,21,1977,14,"DM","F",34,NA,"Dipodomys","merriami","Rodent","Control"
"1952",305,10,17,1977,14,"DM","F",35,40,"Dipodomys","merriami","Rodent","Control"
"1953",550,1,9,1978,14,"DM","F",36,40,"Dipodomys","merriami","Rodent","Control"
"1954",992,6,9,1978,14,"DM","M",38,46,"Dipodomys","merriami","Rodent","Control"
"1955",1289,9,4,1978,14,"DM","F",36,47,"Dipodomys","merriami","Rodent","Control"
"1956",1666,2,25,1979,14,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
"1957",1902,7,4,1979,14,"DM","M",35,41,"Dipodomys","merriami","Rodent","Control"
"1958",2170,11,17,1979,14,"DM","F",35,51,"Dipodomys","merriami","Rodent","Control"
"1959",2401,1,16,1980,14,"DM","M",36,37,"Dipodomys","merriami","Rodent","Control"
"1960",2609,3,9,1980,14,"DM","F",NA,52,"Dipodomys","merriami","Rodent","Control"
"1961",2987,5,18,1980,14,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"1962",3169,7,22,1980,14,"DM","F",35,50,"Dipodomys","merriami","Rodent","Control"
"1963",3322,9,8,1980,14,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
"1964",3518,11,9,1980,14,"DM","M",35,47,"Dipodomys","merriami","Rodent","Control"
"1965",3805,1,12,1981,14,"DM","F",36,44,"Dipodomys","merriami","Rodent","Control"
"1966",4050,4,5,1981,14,"DM","F",NA,47,"Dipodomys","merriami","Rodent","Control"
"1967",4168,4,5,1981,14,"DM","F",NA,40,"Dipodomys","merriami","Rodent","Control"
"1968",4476,5,4,1981,14,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"1969",4712,7,30,1981,14,"DM","F",35,42,"Dipodomys","merriami","Rodent","Control"
"1970",5023,11,23,1981,14,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"1971",5118,12,31,1981,14,"DM","M",36,37,"Dipodomys","merriami","Rodent","Control"
"1972",5396,2,23,1982,14,"DM","F",37,43,"Dipodomys","merriami","Rodent","Control"
"1973",5652,3,30,1982,14,"DM","M",37,54,"Dipodomys","merriami","Rodent","Control"
"1974",5971,5,22,1982,14,"DM","F",35,40,"Dipodomys","merriami","Rodent","Control"
"1975",6235,7,26,1982,14,"DM","M",NA,55,"Dipodomys","merriami","Rodent","Control"
"1976",6475,8,16,1982,14,"DM","F",33,34,"Dipodomys","merriami","Rodent","Control"
"1977",6834,10,24,1982,14,"DM","M",35,42,"Dipodomys","merriami","Rodent","Control"
"1978",6973,11,21,1982,14,"DM","M",34,39,"Dipodomys","merriami","Rodent","Control"
"1979",7206,1,12,1983,14,"DM","F",37,41,"Dipodomys","merriami","Rodent","Control"
"1980",7621,3,15,1983,14,"DM","M",35,43,"Dipodomys","merriami","Rodent","Control"
"1981",7813,5,14,1983,14,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"1982",8096,7,16,1983,14,"DM","F",35,41,"Dipodomys","merriami","Rodent","Control"
"1983",8706,12,8,1983,14,"DM","M",34,44,"Dipodomys","merriami","Rodent","Control"
"1984",9056,5,12,1984,14,"DM","M",38,51,"Dipodomys","merriami","Rodent","Control"
"1985",9552,9,29,1984,14,"DM","M",35,40,"Dipodomys","merriami","Rodent","Control"
"1986",9952,2,16,1985,14,"DM","M",37,42,"Dipodomys","merriami","Rodent","Control"
"1987",10178,4,20,1985,14,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"1988",10541,7,23,1985,14,"DM","M",37,49,"Dipodomys","merriami","Rodent","Control"
"1989",10743,9,21,1985,14,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"1990",10998,11,16,1985,14,"DM","M",38,52,"Dipodomys","merriami","Rodent","Control"
"1991",11277,3,8,1986,14,"DM","M",38,49,"Dipodomys","merriami","Rodent","Control"
"1992",11471,5,10,1986,14,"DM","M",38,50,"Dipodomys","merriami","Rodent","Control"
"1993",11654,7,3,1986,14,"DM","M",35,55,"Dipodomys","merriami","Rodent","Control"
"1994",11808,9,6,1986,14,"DM","M",36,49,"Dipodomys","merriami","Rodent","Control"
"1995",11965,11,15,1986,14,"DM","M",34,49,"Dipodomys","merriami","Rodent","Control"
"1996",12098,12,14,1986,14,"DM","M",35,51,"Dipodomys","merriami","Rodent","Control"
"1997",12490,4,4,1987,14,"DM","F",36,46,"Dipodomys","merriami","Rodent","Control"
"1998",12793,5,28,1987,14,"DM","M",36,53,"Dipodomys","merriami","Rodent","Control"
"1999",13067,7,25,1987,14,"DM","F",NA,44,"Dipodomys","merriami","Rodent","Control"
"2000",13348,9,26,1987,14,"DM","M",35,39,"Dipodomys","merriami","Rodent","Control"
"2001",13708,11,21,1987,14,"DM","F",37,44,"Dipodomys","merriami","Rodent","Control"
"2002",14588,6,12,1988,14,"DM","M",40,52,"Dipodomys","merriami","Rodent","Control"
"2003",14813,8,10,1988,14,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"2004",15007,10,9,1988,14,"DM","F",37,54,"Dipodomys","merriami","Rodent","Control"
"2005",15220,12,14,1988,14,"DM","F",36,41,"Dipodomys","merriami","Rodent","Control"
"2006",15471,1,11,1989,14,"DM","F",37,47,"Dipodomys","merriami","Rodent","Control"
"2007",15965,4,2,1989,14,"DM","M",38,48,"Dipodomys","merriami","Rodent","Control"
"2008",16278,7,4,1989,14,"DM","M",NA,44,"Dipodomys","merriami","Rodent","Control"
"2009",16406,7,30,1989,14,"DM","M",39,50,"Dipodomys","merriami","Rodent","Control"
"2010",16663,11,5,1989,14,"DM","M",36,41,"Dipodomys","merriami","Rodent","Control"
"2011",17065,1,30,1990,14,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
"2012",17308,3,30,1990,14,"DM","M",34,43,"Dipodomys","merriami","Rodent","Control"
"2013",17559,5,25,1990,14,"DM","F",36,41,"Dipodomys","merriami","Rodent","Control"
"2014",17643,6,22,1990,14,"DM","M",36,33,"Dipodomys","merriami","Rodent","Control"
"2015",17860,9,25,1990,14,"DM","M",NA,43,"Dipodomys","merriami","Rodent","Control"
"2016",17966,10,17,1990,14,"DM","M",37,49,"Dipodomys","merriami","Rodent","Control"
"2017",18130,12,16,1990,14,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"2018",18255,1,12,1991,14,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"2019",18398,2,17,1991,14,"DM","F",37,39,"Dipodomys","merriami","Rodent","Control"
"2020",18525,3,14,1991,14,"DM","F",36,50,"Dipodomys","merriami","Rodent","Control"
"2021",18649,4,21,1991,14,"DM","F",33,42,"Dipodomys","merriami","Rodent","Control"
"2022",18880,7,13,1991,14,"DM","F",36,29,"Dipodomys","merriami","Rodent","Control"
"2023",19153,10,11,1991,14,"DM","F",36,43,"Dipodomys","merriami","Rodent","Control"
"2024",19364,11,15,1991,14,"DM","M",35,42,"Dipodomys","merriami","Rodent","Control"
"2025",19737,2,8,1992,14,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"2026",19920,4,5,1992,14,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"2027",20065,5,31,1992,14,"DM","F",36,47,"Dipodomys","merriami","Rodent","Control"
"2028",20233,7,31,1992,14,"DM","M",35,38,"Dipodomys","merriami","Rodent","Control"
"2029",20398,9,27,1992,14,"DM","M",37,NA,"Dipodomys","merriami","Rodent","Control"
"2030",20488,10,19,1992,14,"DM","M",35,38,"Dipodomys","merriami","Rodent","Control"
"2031",20567,12,22,1992,14,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"2032",20755,3,18,1993,14,"DM","M",35,43,"Dipodomys","merriami","Rodent","Control"
"2033",20827,4,24,1993,14,"DM","M",38,36,"Dipodomys","merriami","Rodent","Control"
"2034",21011,7,15,1993,14,"DM","M",37,38,"Dipodomys","merriami","Rodent","Control"
"2035",21146,9,17,1993,14,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"2036",21300,12,15,1993,14,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"2037",21426,2,22,1994,14,"DM","M",39,43,"Dipodomys","merriami","Rodent","Control"
"2038",21585,5,19,1994,14,"DM","M",38,44,"Dipodomys","merriami","Rodent","Control"
"2039",21747,8,18,1994,14,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"2040",21910,11,2,1994,14,"DM","M",35,45,"Dipodomys","merriami","Rodent","Control"
"2041",22081,2,5,1995,14,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
"2042",22260,4,30,1995,14,"DM","M",35,NA,"Dipodomys","merriami","Rodent","Control"
"2043",22323,6,8,1995,14,"DM","M",38,54,"Dipodomys","merriami","Rodent","Control"
"2044",22405,6,28,1995,14,"DM","M",36,41,"Dipodomys","merriami","Rodent","Control"
"2045",22514,7,21,1995,14,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"2046",22646,8,27,1995,14,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"2047",22927,10,29,1995,14,"DM","M",37,44,"Dipodomys","merriami","Rodent","Control"
"2048",23070,12,3,1995,14,"DM","F",36,49,"Dipodomys","merriami","Rodent","Control"
"2049",23208,12,22,1995,14,"DM","F",37,27,"Dipodomys","merriami","Rodent","Control"
"2050",23329,1,28,1996,14,"DM","M",36,53,"Dipodomys","merriami","Rodent","Control"
"2051",23621,3,24,1996,14,"DM","M",37,51,"Dipodomys","merriami","Rodent","Control"
"2052",23805,4,15,1996,14,"DM","F",37,44,"Dipodomys","merriami","Rodent","Control"
"2053",24006,5,24,1996,14,"DM","F",38,49,"Dipodomys","merriami","Rodent","Control"
"2054",24156,6,14,1996,14,"DM","F",35,44,"Dipodomys","merriami","Rodent","Control"
"2055",24365,8,15,1996,14,"DM","M",38,49,"Dipodomys","merriami","Rodent","Control"
"2056",24610,10,13,1996,14,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"2057",24756,11,17,1996,14,"DM","F",33,36,"Dipodomys","merriami","Rodent","Control"
"2058",25030,2,9,1997,14,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"2059",25105,2,9,1997,14,"DM","M",35,49,"Dipodomys","merriami","Rodent","Control"
"2060",25329,3,16,1997,14,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"2061",25375,3,16,1997,14,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"2062",25607,4,13,1997,14,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"2063",25846,5,11,1997,14,"DM","M",33,41,"Dipodomys","merriami","Rodent","Control"
"2064",25929,5,11,1997,14,"DM","M",35,44,"Dipodomys","merriami","Rodent","Control"
"2065",26218,6,11,1997,14,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"2066",26534,7,9,1997,14,"DM","F",35,37,"Dipodomys","merriami","Rodent","Control"
"2067",26877,9,28,1997,14,"DM","F",36,46,"Dipodomys","merriami","Rodent","Control"
"2068",27081,10,26,1997,14,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"2069",27172,11,22,1997,14,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
"2070",27391,12,29,1997,14,"DM","F",35,46,"Dipodomys","merriami","Rodent","Control"
"2071",27503,2,1,1998,14,"DM","F",36,44,"Dipodomys","merriami","Rodent","Control"
"2072",27602,3,2,1998,14,"DM","M",37,NA,"Dipodomys","merriami","Rodent","Control"
"2073",27809,5,3,1998,14,"DM","F",37,46,"Dipodomys","merriami","Rodent","Control"
"2074",27953,5,29,1998,14,"DM","M",36,51,"Dipodomys","merriami","Rodent","Control"
"2075",28012,5,29,1998,14,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"2076",28262,7,19,1998,14,"DM","F",33,31,"Dipodomys","merriami","Rodent","Control"
"2077",28615,9,20,1998,14,"DM","M",36,39,"Dipodomys","merriami","Rodent","Control"
"2078",29015,12,23,1998,14,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"2079",29552,4,18,1999,14,"DM","F",37,46,"Dipodomys","merriami","Rodent","Control"
"2080",29850,9,12,1999,14,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"2081",30048,11,7,1999,14,"DM","F",35,45,"Dipodomys","merriami","Rodent","Control"
"2082",30558,3,5,2000,14,"DM","M",37,53,"Dipodomys","merriami","Rodent","Control"
"2083",30714,4,31,2000,14,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
"2084",31351,8,26,2000,14,"DM","F",35,39,"Dipodomys","merriami","Rodent","Control"
"2085",31493,9,31,2000,14,"DM","M",35,49,"Dipodomys","merriami","Rodent","Control"
"2086",31705,12,23,2000,14,"DM","F",35,39,"Dipodomys","merriami","Rodent","Control"
"2087",31845,3,4,2001,14,"DM","M",38,49,"Dipodomys","merriami","Rodent","Control"
"2088",32018,4,22,2001,14,"DM","M",36,53,"Dipodomys","merriami","Rodent","Control"
"2089",32136,5,27,2001,14,"DM","F",35,50,"Dipodomys","merriami","Rodent","Control"
"2090",32337,7,22,2001,14,"DM","F",35,54,"Dipodomys","merriami","Rodent","Control"
"2091",32576,8,26,2001,14,"DM","F",36,44,"Dipodomys","merriami","Rodent","Control"
"2092",32786,9,23,2001,14,"DM","F",36,43,"Dipodomys","merriami","Rodent","Control"
"2093",33002,10,14,2001,14,"DM","F",35,30,"Dipodomys","merriami","Rodent","Control"
"2094",33548,2,10,2002,14,"DM","F",36,46,"Dipodomys","merriami","Rodent","Control"
"2095",33894,4,17,2002,14,"DM","F",37,43,"Dipodomys","merriami","Rodent","Control"
"2096",34159,5,16,2002,14,"DM","M",34,47,"Dipodomys","merriami","Rodent","Control"
"2097",34382,6,16,2002,14,"DM","M",35,38,"Dipodomys","merriami","Rodent","Control"
"2098",34647,7,14,2002,14,"DM","F",35,41,"Dipodomys","merriami","Rodent","Control"
"2099",34941,10,6,2002,14,"DM","M",34,54,"Dipodomys","merriami","Rodent","Control"
"2100",35164,11,10,2002,14,"DM","F",34,45,"Dipodomys","merriami","Rodent","Control"
"2101",35365,12,8,2002,14,"DM","F",34,48,"Dipodomys","merriami","Rodent","Control"
"2102",35534,12,31,2002,14,"DM","M",37,56,"Dipodomys","merriami","Rodent","Control"
"2103",6247,7,26,1982,14,"PF","M",NA,5,"Perognathus","flavus","Rodent","Control"
"2104",22737,9,24,1995,14,"PF","F",17,7,"Perognathus","flavus","Rodent","Control"
"2105",23423,2,25,1996,14,"PF","M",16,10,"Perognathus","flavus","Rodent","Control"
"2106",25321,3,16,1997,14,"PF","M",16,8,"Perognathus","flavus","Rodent","Control"
"2107",6038,6,28,1982,14,"PE","F",NA,30,"Peromyscus","eremicus","Rodent","Control"
"2108",13501,10,24,1987,14,"PE","M",21,21,"Peromyscus","eremicus","Rodent","Control"
"2109",18642,4,21,1991,14,"PE","M",20,20,"Peromyscus","eremicus","Rodent","Control"
"2110",618,2,19,1978,14,"DS","F",47,NA,"Dipodomys","spectabilis","Rodent","Control"
"2111",1273,9,4,1978,14,"DS","F",50,NA,"Dipodomys","spectabilis","Rodent","Control"
"2112",1685,3,31,1979,14,"DS","F",47,73,"Dipodomys","spectabilis","Rodent","Control"
"2113",1896,7,4,1979,14,"DS","M",49,70,"Dipodomys","spectabilis","Rodent","Control"
"2114",2795,3,22,1980,14,"DS","F",47,97,"Dipodomys","spectabilis","Rodent","Control"
"2115",3385,10,12,1980,14,"DS","F",47,110,"Dipodomys","spectabilis","Rodent","Control"
"2116",4694,7,30,1981,14,"DS","M",49,114,"Dipodomys","spectabilis","Rodent","Control"
"2117",5928,5,22,1982,14,"DS","M",47,103,"Dipodomys","spectabilis","Rodent","Control"
"2118",6849,10,24,1982,14,"DS","M",49,112,"Dipodomys","spectabilis","Rodent","Control"
"2119",8168,8,15,1983,14,"DS","M",47,123,"Dipodomys","spectabilis","Rodent","Control"
"2120",20481,10,19,1992,14,"DS","M",50,120,"Dipodomys","spectabilis","Rodent","Control"
"2121",20942,6,19,1993,14,"PP","M",21,15,"Chaetodipus","penicillatus","Rodent","Control"
"2122",24137,6,14,1996,14,"PP","F",23,21,"Chaetodipus","penicillatus","Rodent","Control"
"2123",26199,6,11,1997,14,"PP","M",22,22,"Chaetodipus","penicillatus","Rodent","Control"
"2124",30050,11,7,1999,14,"PP","M",21,13,"Chaetodipus","penicillatus","Rodent","Control"
"2125",30411,2,6,2000,14,"PP","F",24,20,"Chaetodipus","penicillatus","Rodent","Control"
"2126",31071,7,2,2000,14,"PP","M",20,17,"Chaetodipus","penicillatus","Rodent","Control"
"2127",31355,8,26,2000,14,"PP","M",20,15,"Chaetodipus","penicillatus","Rodent","Control"
"2128",32343,7,22,2001,14,"PP","M",22,16,"Chaetodipus","penicillatus","Rodent","Control"
"2129",34380,6,16,2002,14,"PP","M",22,17,"Chaetodipus","penicillatus","Rodent","Control"
"2130",34947,10,6,2002,14,"PP","M",21,17,"Chaetodipus","penicillatus","Rodent","Control"
"2131",3561,12,15,1980,14,"OT","M",21,23,"Onychomys","torridus","Rodent","Control"
"2132",8110,7,16,1983,14,"OT","M",20,29,"Onychomys","torridus","Rodent","Control"
"2133",11009,11,16,1985,14,"OT","M",18,16,"Onychomys","torridus","Rodent","Control"
"2134",19185,10,11,1991,14,"OT","M",20,20,"Onychomys","torridus","Rodent","Control"
"2135",26157,6,11,1997,14,"OT","F",21,34,"Onychomys","torridus","Rodent","Control"
"2136",27167,11,22,1997,14,"OT","F",20,21,"Onychomys","torridus","Rodent","Control"
"2137",27603,3,2,1998,14,"OT","M",21,NA,"Onychomys","torridus","Rodent","Control"
"2138",30041,11,7,1999,14,"OT","F",21,33,"Onychomys","torridus","Rodent","Control"
"2139",31490,9,31,2000,14,"OT","F",22,35,"Onychomys","torridus","Rodent","Control"
"2140",33546,2,10,2002,14,"OT","F",21,21,"Onychomys","torridus","Rodent","Control"
"2141",4424,5,4,1981,14,"DO","M",36,48,"Dipodomys","ordii","Rodent","Control"
"2142",8093,7,16,1983,14,"DO","F",34,32,"Dipodomys","ordii","Rodent","Control"
"2143",8850,2,4,1984,14,"DO","F",36,48,"Dipodomys","ordii","Rodent","Control"
"2144",9322,7,3,1984,14,"DO","F",36,45,"Dipodomys","ordii","Rodent","Control"
"2145",14839,8,10,1988,14,"DO","F",35,55,"Dipodomys","ordii","Rodent","Control"
"2146",17081,1,30,1990,14,"DO","M",40,54,"Dipodomys","ordii","Rodent","Control"
"2147",17968,10,17,1990,14,"DO","M",36,53,"Dipodomys","ordii","Rodent","Control"
"2148",32023,4,22,2001,14,"DO","F",35,52,"Dipodomys","ordii","Rodent","Control"
"2149",8816,2,4,1984,14,"SS",NA,NA,NA,"Spermophilus","spilosoma","Rodent","Control"
"2150",23851,4,15,1996,14,"SS",NA,NA,NA,"Spermophilus","spilosoma","Rodent","Control"
"2151",2067,9,23,1979,14,"OL","F",19,31,"Onychomys","leucogaster","Rodent","Control"
"2152",5137,12,31,1981,14,"OL","M",23,38,"Onychomys","leucogaster","Rodent","Control"
"2153",5946,5,22,1982,14,"OL","M",19,26,"Onychomys","leucogaster","Rodent","Control"
